input	canonical	year	precision	qualifier	calendar	range	valid	reason	stored	exported551	exported7	storedyear	storedvalid
23/24 FEB 1672/3	23/24 FEB 1672/3	1672	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	23/24 FEB 1672/3	23/24 FEB 1672/3	23/24 FEB 1672/3	1672	false
24 Aug	24 Aug	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	24 Aug	24 Aug	24 Aug	0	false
24 DEC 1166/1167	24 DEC 1166/1167	1166	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	24 DEC 1166/1167	24 DEC 1166/1167	24 DEC 1166/1167	1166	false
24 DECEMBER 1792	1792-12-24	1792	day		GREGORIAN	-	false	month names are not canonical; write 1792-12-24	1792-12-24	24 DEC 1792	24 DEC 1792	1792	true
24 FEB 1973 PV	24 FEB 1973 PV	1973	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	24 FEB 1973 PV	24 FEB 1973 PV	24 FEB 1973 PV	1973	false
24 Jan (div) 1868	24 Jan (div) 1868	1868	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	24 Jan (div) 1868	24 Jan (div) 1868	24 Jan (div) 1868	1868	false
24 Jan. 1884	1884-01-24	1884	day		GREGORIAN	-	false	month names are not canonical; write 1884-01-24	1884-01-24	24 JAN 1884	24 JAN 1884	1884	true
24 maj 1829	24 maj 1829	1829	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	24 maj 1829	24 maj 1829	24 maj 1829	1829	false
24 MAY 1932 LG	24 MAY 1932 LG	1932	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	24 MAY 1932 LG	24 MAY 1932 LG	24 MAY 1932 LG	1932	false
24 Oct	24 Oct	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	24 Oct	24 Oct	24 Oct	0	false
24 oct 1863	1863-10-24	1863	day		GREGORIAN	-	false	month names are not canonical; write 1863-10-24	1863-10-24	24 OCT 1863	24 OCT 1863	1863	true
24 OCT 1923 SLAKE	24 OCT 1923 SLAKE	1923	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	24 OCT 1923 SLAKE	24 OCT 1923 SLAKE	24 OCT 1923 SLAKE	1923	false
24/25 JUN 1291	24/25 JUN 1291	1291	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	24/25 JUN 1291	24/25 JUN 1291	24/25 JUN 1291	1291	false
25 FEB	25 FEB	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	25 FEB	25 FEB	25 FEB	0	false
25 FEBRUARY 1673	1673-02-25	1673	day		GREGORIAN	-	false	month names are not canonical; write 1673-02-25	1673-02-25	25 FEB 1673	25 FEB 1673	1673	true
25 jul 1974	1974-07-25	1974	day		GREGORIAN	-	false	month names are not canonical; write 1974-07-25	1974-07-25	25 JUL 1974	25 JUL 1974	1974	true
25 OCT 1923 SL	25 OCT 1923 SL	1923	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	25 OCT 1923 SL	25 OCT 1923 SL	25 OCT 1923 SL	1923	false
25 sep 1931	1931-09-25	1931	day		GREGORIAN	-	false	month names are not canonical; write 1931-09-25	1931-09-25	25 SEP 1931	25 SEP 1931	1931	true
25 Sep1569	25 Sep1569	1569	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	25 Sep1569	25 Sep1569	25 Sep1569	1569	false
26 APR 1949 AZ	26 APR 1949 AZ	1949	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	26 APR 1949 AZ	26 APR 1949 AZ	26 APR 1949 AZ	1949	false
26 APR 1966 IF	26 APR 1966 IF	1966	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	26 APR 1966 IF	26 APR 1966 IF	26 APR 1966 IF	1966	false
26 Jul	26 Jul	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	26 Jul	26 Jul	26 Jul	0	false
26 JUL 1982 JRIVE	26 JUL 1982 JRIVE	1982	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	26 JUL 1982 JRIVE	26 JUL 1982 JRIVE	26 JUL 1982 JRIVE	1982	false
26 JUN 1936 SG	26 JUN 1936 SG	1936	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	26 JUN 1936 SG	26 JUN 1936 SG	26 JUN 1936 SG	1936	false
26 MAY	26 MAY	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	26 MAY	26 MAY	26 MAY	0	false
26 MAY 1966 AL	26 MAY 1966 AL	1966	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	26 MAY 1966 AL	26 MAY 1966 AL	26 MAY 1966 AL	1966	false
26 OCT 1932 SL	26 OCT 1932 SL	1932	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	26 OCT 1932 SL	26 OCT 1932 SL	26 OCT 1932 SL	1932	false
26.desember 1960	26.desember 1960	1960	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	26.desember 1960	26.desember 1960	26.desember 1960	1960	false
27 AD	27 AD	27	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	27 AD	27 AD	27 AD	27	false
27 JAN 1931 SLAKE	27 JAN 1931 SLAKE	1931	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	27 JAN 1931 SLAKE	27 JAN 1931 SLAKE	27 JAN 1931 SLAKE	1931	false
27 May After Or 1156	27 May After Or 1156	1156	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	27 May After Or 1156	27 May After Or 1156	27 May After Or 1156	1156	false
27AUG 1900	27AUG 1900	1900	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	27AUG 1900	27AUG 1900	27AUG 1900	1900	false
28 APR 1952 L	28 APR 1952 L	1952	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	28 APR 1952 L	28 APR 1952 L	28 APR 1952 L	1952	false
28 aug 2006	2006-08-28	2006	day		GREGORIAN	-	false	month names are not canonical; write 2006-08-28	2006-08-28	28 AUG 2006	28 AUG 2006	2006	true
28 MAR 1946 SL	28 MAR 1946 SL	1946	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	28 MAR 1946 SL	28 MAR 1946 SL	28 MAR 1946 SL	1946	false
28 SPE 1611	28 SPE 1611	1611	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	28 SPE 1611	28 SPE 1611	28 SPE 1611	1611	false
28-Jun abt 1899	28-Jun abt 1899	1899	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	28-Jun abt 1899	28-Jun abt 1899	28-Jun abt 1899	1899	false
29 des 1953	29 des 1953	1953	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	29 des 1953	29 des 1953	29 des 1953	1953	false
29 jan 1930	1930-01-29	1930	day		GREGORIAN	-	false	month names are not canonical; write 1930-01-29	1930-01-29	29 JAN 1930	29 JAN 1930	1930	true
29 JUL 1941 MT	29 JUL 1941 MT	1941	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	29 JUL 1941 MT	29 JUL 1941 MT	29 JUL 1941 MT	1941	false
29 JUN 1934 SLAKE	29 JUN 1934 SLAKE	1934	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	29 JUN 1934 SLAKE	29 JUN 1934 SLAKE	29 JUN 1934 SLAKE	1934	false
29 SEP 1977 OGDEN	29 SEP 1977 OGDEN	1977	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	29 SEP 1977 OGDEN	29 SEP 1977 OGDEN	29 SEP 1977 OGDEN	1977	false
29 sept 1914	1914-09-29	1914	day		GREGORIAN	-	false	month names are not canonical; write 1914-09-29	1914-09-29	29 SEP 1914	29 SEP 1914	1914	true
2nd husband	2nd husband	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	2nd husband	2nd husband	2nd husband	0	false
2nd son	2nd son	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	2nd son	2nd son	2nd son	0	false
2nd wife	2nd wife	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	2nd wife	2nd wife	2nd wife	0	false
3 April  1893	1893-04-03	1893	day		GREGORIAN	-	false	month names are not canonical; write 1893-04-03	1893-04-03	3 APR 1893	3 APR 1893	1893	true
3 AUG 1900/1910	3 AUG 1900/1910	1900	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	3 AUG 1900/1910	3 AUG 1900/1910	3 AUG 1900/1910	1900	false
3 AUG 1983 OG	3 AUG 1983 OG	1983	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	3 AUG 1983 OG	3 AUG 1983 OG	3 AUG 1983 OG	1983	false
3 JAN 1989 JR	3 JAN 1989 JR	1989	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	3 JAN 1989 JR	3 JAN 1989 JR	3 JAN 1989 JR	1989	false
3 JUNE 1838	1838-06-03	1838	day		GREGORIAN	-	false	month names are not canonical; write 1838-06-03	1838-06-03	3 JUN 1838	3 JUN 1838	1838	true
3 Mar	3 Mar	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	3 Mar	3 Mar	3 Mar	0	false
3 Nov. 1960	1960-11-03	1960	day		GREGORIAN	-	false	month names are not canonical; write 1960-11-03	1960-11-03	3 NOV 1960	3 NOV 1960	1960	true
3 OCT 1810 [?]	3 OCT 1810 [?]	1810	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	3 OCT 1810 [?]	3 OCT 1810 [?]	3 OCT 1810 [?]	1810	false
3- SEP 1845	3- SEP 1845	1845	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	3- SEP 1845	3- SEP 1845	3- SEP 1845	1845	false
3/13/1566or 1567	3/13/1566or 1567	1566	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	3/13/1566or 1567	3/13/1566or 1567	3/13/1566or 1567	1566	false
30 ___ 1787	30 ___ 1787	1787	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	30 ___ 1787	30 ___ 1787	30 ___ 1787	1787	false
30 APR 1968 LA	30 APR 1968 LA	1968	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	30 APR 1968 LA	30 APR 1968 LA	30 APR 1968 LA	1968	false
30 Apr 782 - 783	30 Apr 782 - 783	782	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	30 Apr 782 - 783	30 Apr 782 - 783	30 Apr 782 - 783	782	false
30 JAN 1931 SL	30 JAN 1931 SL	1931	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	30 JAN 1931 SL	30 JAN 1931 SL	30 JAN 1931 SL	1931	false
30 JAN 1931 SLAKE	30 JAN 1931 SLAKE	1931	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	30 JAN 1931 SLAKE	30 JAN 1931 SLAKE	30 JAN 1931 SLAKE	1931	false
30 JUL 1991 JR	30 JUL 1991 JR	1991	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	30 JUL 1991 JR	30 JUL 1991 JR	30 JUL 1991 JR	1991	false
30 juni 2006	30 juni 2006	2006	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	30 juni 2006	30 juni 2006	30 juni 2006	2006	false
30 MAR	30 MAR	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	30 MAR	30 MAR	30 MAR	0	false
30 MAR 1916 LG	30 MAR 1916 LG	1916	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	30 MAR 1916 LG	30 MAR 1916 LG	30 MAR 1916 LG	1916	false
30 NOV 1252/1253	30 NOV 1252/1253	1252	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	30 NOV 1252/1253	30 NOV 1252/1253	30 NOV 1252/1253	1252	false
31 JANUARY 1759	1759-01-31	1759	day		GREGORIAN	-	false	month names are not canonical; write 1759-01-31	1759-01-31	31 JAN 1759	31 JAN 1759	1759	true
31 March c. 250	31 March c. 250	250	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	31 March c. 250	31 March c. 250	31 March c. 250	250	false
31 May1872	31 May1872	1872	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	31 May1872	31 May1872	31 May1872	1872	false
4 FEB	4 FEB	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	4 FEB	4 FEB	4 FEB	0	false
4 Jan 56 Ae 1850	4 Jan 56 Ae 1850	1850	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	4 Jan 56 Ae 1850	4 Jan 56 Ae 1850	4 Jan 56 Ae 1850	1850	false
4 Jul., 1867	1867-07-04	1867	day		GREGORIAN	-	false	month names are not canonical; write 1867-07-04	1867-07-04	4 JUL 1867	4 JUL 1867	1867	true
4 JULY 1984	1984-07-04	1984	day		GREGORIAN	-	false	month names are not canonical; write 1984-07-04	1984-07-04	4 JUL 1984	4 JUL 1984	1984	true
4 MAR 1959 LA	4 MAR 1959 LA	1959	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	4 MAR 1959 LA	4 MAR 1959 LA	4 MAR 1959 LA	1959	false
4 Mar 68) (Age 1771	4 Mar 68) (Age 1771	1771	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	4 Mar 68) (Age 1771	4 Mar 68) (Age 1771	4 Mar 68) (Age 1771	1771	false
4 MAY 1949 SG	4 MAY 1949 SG	1949	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	4 MAY 1949 SG	4 MAY 1949 SG	4 MAY 1949 SG	1949	false
5 APR 1979 PV	5 APR 1979 PV	1979	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	5 APR 1979 PV	5 APR 1979 PV	5 APR 1979 PV	1979	false
5 AUG 1100 B.C.	1100-08-05 BCE	-1100	day		GREGORIAN	-	false	month names are not canonical; write 1100-08-05	1100-08-05 BCE	5 AUG 1100 B.C.	5 AUG 1100 BCE	-1100	true
5 Juli 1923	5 Juli 1923	1923	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	5 Juli 1923	5 Juli 1923	5 Juli 1923	1923	false
5 JUN 1573?	5 JUN 1573?	1573	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	5 JUN 1573?	5 JUN 1573?	5 JUN 1573?	1573	false
5 MAY 0005 B.C.	0005-05-05 BCE	-5	day		GREGORIAN	-	false	month names are not canonical; write 0005-05-05	0005-05-05 BCE	5 MAY 0005 B.C.	5 MAY 0005 BCE	-5	true
5 VEND 0010	5 VEND 0010	10	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	5 VEND 0010	5 VEND 0010	5 VEND 0010	10	false
5? BC	5? BC	-5	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	5? BC	5? BC	5? BC	-5	false
5.mai 1984	5.mai 1984	1984	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	5.mai 1984	5.mai 1984	5.mai 1984	1984	false
5Feb	5Feb	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	5Feb	5Feb	5Feb	0	false
6 feb 1900	1900-02-06	1900	day		GREGORIAN	-	false	month names are not canonical; write 1900-02-06	1900-02-06	6 FEB 1900	6 FEB 1900	1900	true
6 FEB 1934 AZ	6 FEB 1934 AZ	1934	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	6 FEB 1934 AZ	6 FEB 1934 AZ	6 FEB 1934 AZ	1934	false
6 MAY 1943 MT	6 MAY 1943 MT	1943	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	6 MAY 1943 MT	6 MAY 1943 MT	6 MAY 1943 MT	1943	false
6 may 2003	2003-05-06	2003	day		GREGORIAN	-	false	month names are not canonical; write 2003-05-06	2003-05-06	6 MAY 2003	6 MAY 2003	2003	true
6 MOV 1951	6 MOV 1951	1951	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	6 MOV 1951	6 MOV 1951	6 MOV 1951	1951	false
6/18/1594 or 1593	6/18/1594 or 1593	1594	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	6/18/1594 or 1593	6/18/1594 or 1593	6/18/1594 or 1593	1594	false
6/6/1944(WWII)	6/6/1944(WWII)	1944	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	6/6/1944(WWII)	6/6/1944(WWII)	6/6/1944(WWII)	1944	false
7 MAY 1991 WA	7 MAY 1991 WA	1991	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	7 MAY 1991 WA	7 MAY 1991 WA	7 MAY 1991 WA	1991	false
7 OCT 1983 OG	7 OCT 1983 OG	1983	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	7 OCT 1983 OG	7 OCT 1983 OG	7 OCT 1983 OG	1983	false
7 sep 1995	1995-09-07	1995	day		GREGORIAN	-	false	month names are not canonical; write 1995-09-07	1995-09-07	7 SEP 1995	7 SEP 1995	1995	true
799 BCE	0799 BCE	-799	year		GREGORIAN	-	true		0799 BCE	0799 B.C.	0799 BCE	-799	true
8 APR 1965 IF	8 APR 1965 IF	1965	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	8 APR 1965 IF	8 APR 1965 IF	8 APR 1965 IF	1965	false
8 Apr Y) (28 1795	8 Apr Y) (28 1795	1795	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	8 Apr Y) (28 1795	8 Apr Y) (28 1795	8 Apr Y) (28 1795	1795	false
8 DEC 1978 PV	8 DEC 1978 PV	1978	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	8 DEC 1978 PV	8 DEC 1978 PV	8 DEC 1978 PV	1978	false
8 FEB 1979 PV	8 FEB 1979 PV	1979	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	8 FEB 1979 PV	8 FEB 1979 PV	8 FEB 1979 PV	1979	false
8 JUL 1815 [?]	8 JUL 1815 [?]	1815	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	8 JUL 1815 [?]	8 JUL 1815 [?]	8 JUL 1815 [?]	1815	false
8 JUL 1957 LG	8 JUL 1957 LG	1957	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	8 JUL 1957 LG	8 JUL 1957 LG	8 JUL 1957 LG	1957	false
8 Jun 1918 to 11 Sep 1919	8 Jun 1918 to 11 Sep 1919	1918	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	8 Jun 1918 to 11 Sep 1919	8 Jun 1918 to 11 Sep 1919	8 Jun 1918 to 11 Sep 1919	1918	false
8 MAR 1401 BCE	1401-03-08 BCE	-1401	day		GREGORIAN	-	false	month names are not canonical; write 1401-03-08	1401-03-08 BCE	8 MAR 1401 B.C.	8 MAR 1401 BCE	-1401	true
8 MAR 1401/8 B.C.	8 MAR 1401/8 B.C.	-1401	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	8 MAR 1401/8 B.C.	8 MAR 1401/8 B.C.	8 MAR 1401/8 B.C.	-1401	false
8 Nov-Nov 1808	8 Nov-Nov 1808	1808	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	8 Nov-Nov 1808	8 Nov-Nov 1808	8 Nov-Nov 1808	1808	false
8-Jan-1683/84 or 82/83	8-Jan-1683/84 or 82/83	1683	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	8-Jan-1683/84 or 82/83	8-Jan-1683/84 or 82/83	8-Jan-1683/84 or 82/83	1683	false
8/13/1629or 30-Aug	8/13/1629or 30-Aug	1629	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	8/13/1629or 30-Aug	8/13/1629or 30-Aug	8/13/1629or 30-Aug	1629	false
8/9 JUL 1457	8/9 JUL 1457	1457	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	8/9 JUL 1457	8/9 JUL 1457	8/9 JUL 1457	1457	false
9 Jun	9 Jun	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	9 Jun	9 Jun	9 Jun	0	false
9 MAY 1935 AZ	9 MAY 1935 AZ	1935	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	9 MAY 1935 AZ	9 MAY 1935 AZ	9 MAY 1935 AZ	1935	false
9 NOV 1965 LG	9 NOV 1965 LG	1965	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	9 NOV 1965 LG	9 NOV 1965 LG	9 NOV 1965 LG	1965	false
9 NOV1842	9 NOV1842	1842	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	9 NOV1842	9 NOV1842	9 NOV1842	1842	false
9-1 or 9-11 1757	9-1 or 9-11 1757	1757	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	9-1 or 9-11 1757	9-1 or 9-11 1757	9-1 or 9-11 1757	1757	false
941 (or 926)	941 (or 926)	941	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	941 (or 926)	941 (or 926)	941 (or 926)	941	false
A	A	0	none		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	A	A	A	0	false
AB 1854	AB 1854	1854	year		GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	AB 1854	AB 1854	AB 1854	1854	false
About 14447 to 52	ABT 14447 to 52	52	year	ABT	GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	About 14447 to 52	ABT 14447 to 52	ABT 14447 to 52	52	false
About 1791	ABT 1791	1791	year	ABT	GREGORIAN	-	false	keyword About must be written ABT	ABT 1791	ABT 1791	ABT 1791	1791	true
about 1811	ABT 1811	1811	year	ABT	GREGORIAN	-	false	keyword about must be written ABT	ABT 1811	ABT 1811	ABT 1811	1811	true
About 1831	ABT 1831	1831	year	ABT	GREGORIAN	-	false	keyword About must be written ABT	ABT 1831	ABT 1831	ABT 1831	1831	true
about 1834	ABT 1834	1834	year	ABT	GREGORIAN	-	false	keyword about must be written ABT	ABT 1834	ABT 1834	ABT 1834	1834	true
Abt	Abt	0	none		GREGORIAN	-	false	ABT requires a date	Abt	Abt	Abt	0	false
ABT	ABT	0	none		GREGORIAN	-	false	ABT requires a date	ABT	ABT	ABT	0	false
ABT     686	ABT 0686	686	year	ABT	GREGORIAN	-	true		ABT 0686	ABT 0686	ABT 0686	686	true
ABT     751	ABT 0751	751	year	ABT	GREGORIAN	-	true		ABT 0751	ABT 0751	ABT 0751	751	true
ABT    1002	ABT 1002	1002	year	ABT	GREGORIAN	-	true		ABT 1002	ABT 1002	ABT 1002	1002	true
ABT    1015	ABT 1015	1015	year	ABT	GREGORIAN	-	true		ABT 1015	ABT 1015	ABT 1015	1015	true
ABT    1103/1104	ABT 1103/1104	1103	year	ABT	GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	ABT 1103/1104	ABT 1103/1104	ABT 1103/1104	1103	false
ABT    1103/1105	ABT 1103/1105	1103	year	ABT	GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	ABT 1103/1105	ABT 1103/1105	ABT 1103/1105	1103	false
Abt    1683/1696	ABT 1683/1696	1683	year	ABT	GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	Abt 1683/1696	ABT 1683/1696	ABT 1683/1696	1683	false
ABT    APR 1156	ABT 1156-04	1156	month	ABT	GREGORIAN	-	false	month names are not canonical; write 1156-04	ABT 1156-04	ABT APR 1156	ABT APR 1156	1156	true
ABT    DEC 1473	ABT 1473-12	1473	month	ABT	GREGORIAN	-	false	month names are not canonical; write 1473-12	ABT 1473-12	ABT DEC 1473	ABT DEC 1473	1473	true
ABT    FEB 1335	ABT 1335-02	1335	month	ABT	GREGORIAN	-	false	month names are not canonical; write 1335-02	ABT 1335-02	ABT FEB 1335	ABT FEB 1335	1335	true
ABT    SEP 1068	ABT 1068-09	1068	month	ABT	GREGORIAN	-	false	month names are not canonical; write 1068-09	ABT 1068-09	ABT SEP 1068	ABT SEP 1068	1068	true
abt   1783	ABT 1783	1783	year	ABT	GREGORIAN	-	false	keyword abt must be written ABT	ABT 1783	ABT 1783	ABT 1783	1783	true
ABT  1 MAR 1372	ABT 1372-03-01	1372	day	ABT	GREGORIAN	-	false	month names are not canonical; write 1372-03-01	ABT 1372-03-01	ABT 1 MAR 1372	ABT 1 MAR 1372	1372	true
ABT _ROMAN _MONTH 56	ABT _ROMAN _MONTH 56	56	year	ABT	GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	_ROMAN ABT _MONTH 56	@#DROMAN@ ABT _MONTH 56	ABT _ROMAN _MONTH 56	56	true
ABT _ROMAN 26 _MONTH 59	ABT _ROMAN 26 _MONTH 59	26	year	ABT	GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	_ROMAN ABT 26 _MONTH 59	@#DROMAN@ ABT 26 _MONTH 59	ABT _ROMAN 26 _MONTH 59	59	true
ABT _ROMAN 89	ABT _ROMAN 89	89	year	ABT	GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	_ROMAN ABT 89	@#DROMAN@ ABT 89	ABT _ROMAN 89	89	true
ABT _UNKNOWN _MONTH 34	ABT _UNKNOWN _MONTH 34	34	year	ABT	GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	_UNKNOWN ABT _MONTH 34	@#DUNKNOWN@ ABT _MONTH 34	ABT _UNKNOWN _MONTH 34	34	true
ABT _UNKNOWN 11 _MONTH 38	ABT _UNKNOWN 11 _MONTH 38	11	year	ABT	GREGORIAN	-	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	_UNKNOWN ABT 11 _MONTH 38	@#DUNKNOWN@ ABT 11 _MONTH 38	ABT _UNKNOWN 11 _MONTH 38	38	true
